backgroundImage,date,description,email,facebook,features,images,instagramLinks,location,name,pagelink,phone,price,time,website
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/10/31/22/16/5bd9463d002689c636667c65.jpeg?as=1&h=506&w=900&hash=65F52A4B50B545F99DB7721D9B85A26BBF3E9E27,29May2019,"A CDP Kids and Tall Stories production.After sell-out seasons across the world, including London’s West End and Broadway, The Gruffalo returns to Australia!A mouse took a stroll through the deep, dark wood…Join Mouse on a daring adventure in this magical, musical adaptation of the classic picture book by Julia Donaldson and Axel Scheffler.Searching for hazelnuts, Mouse meets the cunning Fox, the eccentric old Owl and the party mad Snake. Will the story of the terrifying Gruffalo save Mouse from ending up as dinner for these hungry woodland creatures? After all, there’s no such thing as a Gruffalo – is there?Songs, laughs and scary fun for little people.SCHOOL PERFORMANCESWednesday 29 May, 1pmThursday 30 May, 10.30am & 1pm",nautilusartcentre@plcc.sa.gov.au,,FeaturesAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.,,,"66TasmanTerrace,PortLincoln,EyrePeninsula,SouthAustralia,5606",The Gruffalo,https://southaustralia.com/products/eyre-peninsula/event/the-gruffalo,(08) 8621 2351,From$20to$25,6:00PM-6:55PM,https://au.patronbase.com/_NautilusArtsCentre/Productions/GRU/Performances}
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/09/21/05/17/5ab1f8b8438884f448295605.jpeg?as=1&h=506&w=900&hash=FA53B02D77A2BA1E22E1A9689DB78ED2526A6089,07Jun2019,"Join us at the sixth annual Ribs & Red lunch for a long table Barossan style lunch featuring locally grown Berkshire pork ribs, marinated before slowly roasting for 16 hours… This event has sold out four years running, and we don’t expect tickets to be available for long! Bibs, ribs and Elderton’s best wines on show.",jodhi@eldertonwines.com.au,http://facebook.com/eldertonwines,"FeaturesEntity FacilityCarparkNon SmokingPublic ToiletAccess With Assistance for the DisabledDisabled access available, contact operator for detailsAccreditationAustralian Tourism Accreditation ProgramInternet Access PointFree Wifi",,https://Instagram.com/eldertonwines,"5TanundaRoad,Nuriootpa,Barossa,SouthAustralia,5355",Elderton Red & Rib Lunch,https://southaustralia.com/products/barossa/event/elderton-red--rib-lunch,(08) 8568 7878,From$120to$120Youmustbe18yearsorovertoattendthisevent,12:30PM-4:00PM,https://eldertonwines.com.au/product/ribs-red-ticket/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/25/21/55/5bf78b4d8bc559e425a6fec5.jpeg?as=1&h=506&w=900&hash=306EF4918866D21E205983AEA947C85C2CCC9763,01Jun2019-02Jun2019,"Adelaide's Inaugural World Environment Fair: Nature and Beyond!Leading into World Environment Day, World Environment Fair is on the first weekend of June. Bringing together the community to celebrate the environment, it provides a unique opportunity to hear from environmental advocates, brands and organisations that are passionate about engaging with and preserving our environment.",info@worldenvironmentfair.org.au,https://www.facebook.com/worldenvironmentfair/,FeaturesEntity FacilityBarCafeCarparkFamily FriendlyKioskLockersNon SmokingParents RoomPublic ToiletShopAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.MembershipMeetings and Events AustraliaInternet Access PointFree Wifi,,https://www.instagram.com/worldenvironmentfair/,"GoodwoodRoad,Wayville,Adelaide,SouthAustralia,5034",World Environment Fair,https://southaustralia.com/products/adelaide/event/world-environment-fair,(08) 8210 5211,From$9.00to$12.00Childrenunder18FREE,12:00AM-12:00AM,http://worldenvironmentfair.org.au/tickets/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/08/28/23/09/574256b994cdc27568dd9e44.jpeg?as=1&h=506&w=900&hash=8024BB62350F327D64C8993F96C4267FCA068EC8,09Jun2019,"Kadina Swap Meet, Show ‘n Shine, Market Day, Collectables, Trash & Treasure will be held on Sunday June 9th 2019, 8 am to 3 pm (Prices to be confirmed) Showgrounds,  Mines Road Kadina‘Something for Everyone’The Kadina Showgrounds will come alive on the June long weekend, with a day of festivities featuring the annual Swap Meet and Show 'n Shine.  There is something for everyone, from car displays to trash and treasure.Come along and seek out a bargain at the Swap Meet/Trash & Treasure. View the Cars on display at the Show & Shine on the Oval and wander through the Indoor Market area in the Grandstand Pavilion. There is also a Memorabilia and Collections Section in the Exhibition building. . Food available on site for breakfast & lunch.""STRICTLY NO DOGS""For more information please phone us.Kadina A.H. & F. Society Fundraiser",kadinashow@bigpond.com,,"FeaturesEntity FacilityCoach ParkingPublic ToiletAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.facebook.com/The-Kadina-Show-194676167551033/?fref=photo,"Corner:MinesandAgeryRoad,Kadina,YorkePeninsula,SouthAustralia,5554",Kadina Swap Meet,https://southaustralia.com/products/yorke-peninsula/event/kadina-swap-meet,0474 720 716,,8:00AM-3:00PM,
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/21/00/05/5aaf3a8ca6bcccd7547c2acd.jpeg?as=1&h=506&w=900&hash=9F4BB83F229AD45BC8B500A8FBE2E7564068FA7F,08Jun2019,"The Melrose Fat Tyre Festival welcomes mountain bike riders of all ages and abilities to come and test out their skills on the well renowned trails around beautiful Melrose.The long weekend is very family-orientated offering events for children, BMX jump displays, Pumpt half pipes, giant games, and street parties with stalls, food, live music, entertainment, and awesome giveaways.Riders can sign up for the following events:Mountain bike orienteeringGuided rides for all abilitiesMountain Bike/BMX Skills Clinics and bike maintenance coursesFor more information visit the website or the Facebook event page.",melrosefattyre@gmail.com,https://www.facebook.com/events/470343556714639/,FeaturesEntity FacilityBarCafeCarparkCoach ParkingFamily FriendlyPet Friendly - EnquirePublic TelephonePublic ToiletRestaurantShopInternet Access PointFree Wifi,,https://www.instagram.com/bikemelrose/,"StuartStreet,Melrose,FlindersRanges,SouthAustralia,5483",Melrose Fat Tyre Festival 2019,https://southaustralia.com/products/flinders-ranges/event/melrose-fat-tyre-festival-2019,0412 038 994,,12:00AM-12:00AM,http://www.bikemelrose.com.au/fat-tyre-festival-melrose.php
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/18/22/47/5c18524a03351de77c2ecf35.jpeg?as=1&h=506&w=900&hash=71752A59210FF0E038FF5953199D2D0040F3912F,15Jun2019,"The “BARKING ANTS” are a band with a reputation for delivering a repertoire of classic rock songs, rocking top 40 hits and gutsy pub anthems. Consisting of founding members, Ralph, Mark and Trev, and newer members, Rob and Darren, the five-piece band has a large following in the Barossa area. With covers of AC/DC, The Living End, Green Day, Jet, The Foo Fighters, Grinspoon, The Red Hot Chile Peppers and Snow Patrol, the Barking Ants will rock out classics such as ‘Hurt so good’, ‘Jessie’s Girl’, ‘You shook me all night long’ and ‘Run to paradise’, plus current chart hits such as ‘White Noise’, ‘She’s a Genius’, ‘Hard Act to Follow’, ‘Times Like These’, ‘Take Me Out’, ‘Hands Open’, ‘When You Were Young’ and ‘Sex on Fire’. The band’s set lists are an anthology of pumping, driving rock songs! Don't miss them LIVE in the Clubhouse Bar with free entry from 8pm.",admin@theclubhousebarossa.com.au,,"FeaturesEntity FacilityBarCafeCarparkCoach ParkingNon SmokingPublic ToiletRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for detailsInternet Access PointFree Wifi",,https://www.facebook.com/gatecrashersrock/videos/1371362696315102,"45MacdonnellStreet,Tanunda,Barossa,SouthAustralia,5352",The Barking Ants Live At The Club,https://southaustralia.com/products/barossa/event/the-barking-ants-live-at-the-club,(08) 8563 2058,,8:00PM-11:59PM,http://www.theclubhousebarossa.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/21/22/19/5b88c0288426eb632ab171d2.jpeg?as=1&h=506&w=900&hash=6BB09622BE86044B0F7160DE57FC29C6444B1996,14Jun2019-16Jun2019,"Ikara Safari Camp and Tomfoolery Winery from the Barossa Valley have teamed up for for our second Gourmet Weekend in June 2019.Discover our rich history and immerse yourself in the spectacular Flinders Ranges on this gourmet weekend.We are excited to welcome wine makers from Tomfoolery Wines to showcase a selection of their wines alongside a unique menu created by our Head Chef. This private dining experience in the luxury Ikara Safari Camp's main tent, will see you enjoy a 5 course dinner with dishes featuring local South Australian produce, all expertly matched by Tomfoolery Wines.And that's not all. You'll enjoy a Sunset Tour on the first night, and enjoy canapes and more Tomfoolery Wines, as you watch the sun set over the spectacular Flinders Ranges.There's also free time during the day to go bushwalking, join a 4WD Tour of the local Gorges, take a scenic flight over Wilpena Pound, or or just kick back and relax in your luxury safari tent.This is the perfect weekend for foodies, wine lovers or anyone who wants to know more about Barossa winemakers’ and their wines.",reservations@wilpenapound.com.au,https://www.facebook.com/IkaraSafariCamp/,FeaturesEntity FacilityBarCafeCarparkFamily FriendlyPublic TelephonePublic ToiletRestaurantShopAccreditationNature Tourism CertifiedMembershipThe Ecotourism Association of AustraliaInternet Access PointFree WifiPaid Wifi,,https://www.instagram.com/wilpenapoundresort/,"WilpenaRoad,Hawker,FlindersRanges,SouthAustralia,5434",Weekend With Tomfoolery Wines,https://southaustralia.com/products/flinders-ranges/event/weekend-with-tomfoolery-wines,1800 805 802,From$499to$759$499pptwinsharebasisor$759singleshare,11:37AM-11:38AM,https://www.thebookingbutton.com.au/wilpena-pound-resort/properties/wilpenapounddirect?utf8=%E2%9C%93&locale=en&promotion_code=&currency=AUD&start_date_view=14+Jun+2019&start_date=2019-06-14
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/15/22/51/5c3c4371b53cc8660172402b.jpeg?as=1&h=506&w=900&hash=667442CD4F3E22284775AF8A291B5E55CF1B1601,21Jun2019-22Jun2019,"An Outback Festival like no other!Celebrating all that is Coober Pedy - opals, underground, outback, and our amazing multicutural community.The Opal Festival is the largest community event in Coober Pedy and is held annually to celebrate the vibrant and culturally diverse community, opal and mining. The Festival provides an opportunity for the community to come together, celebrate and strengthen its cultural and social bonds. Incorporating food and beverage, craft and market stalls, games and entertainment, the festival provides activities for all ages and cultures in an engaging and entertaining event.Timetables on June 21 and 22, to  celebrate our amazing spring time weather.Fireworks display and live music is earmarked for an opening event on the Friday night at the Racecource, followed by celebrations on Saturday and Saturday night.Come along and get down and dirty!",manager@cooberpedy.com,,FeaturesEntity FacilityCarparkCoach ParkingFamily FriendlyPet Friendly - EnquirePublic ToiletRestaurantShop,,https://www.facebook.com/CooberPedyOpalFestival/,"HutchisonStreet,CooberPedy,FlindersRanges,SouthAustralia,5723",Coober Pedy Opal Festival 2019,https://southaustralia.com/products/flinders-ranges/event/coober-pedy-opal-festival-2019,0438 119 390,,5:00PM-8:00PM,http://www.opalfestival.com.au/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/05/22/56/5c076005b605221e7041f4f1.jpeg?as=1&h=506&w=900&hash=BA22DB8B2AC9AB36783DF92C77C47FD30175DE05,16Jun2019,"Step it up in 2019! Get your legs ready for the ultimate stair climb as we send you on a mission to climb the thousands of stairs up, down and around the grandstands of the iconic Adelaide Oval. With full, short, unlimited and junior course options available there’s a stair climb to suit all ages and fitness levels. Experience this stadium like never before as you sweat it out to music, killing some serious calories on the way.Stadium Stomp supports official Charity Partner, the Leukaemia Foundation and participants are encouraged to make every step count.",contact@stadiumstomp.com,https://www.facebook.com/stadiumstomp/,"FeaturesEntity FacilityCafeCarparkFamily FriendlyLockersParents RoomPublic ToiletAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/stadiumstomp,"WarMemorialDrive,NorthAdelaide,Adelaide,SouthAustralia,5006",Stadium Stomp Adelaide Oval,https://southaustralia.com/products/adelaide/event/stadium-stomp-adelaide-oval,(03) 9598 6521,,8:00AM-10:45AM,https://www.stadiumstomp.com/events/adelaide/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/08/22/35/5be3a79d0006cbe13b12acce.jpeg?as=1&h=506&w=900&hash=F7D915E91D8FA8C4C8F6D1105ED407E82BEF1062,23Jun2019,"The Farmers & Graziers Squatters Cup has become an annual event, featuring the historic Squatters Cup, which was first presented in 1930. Port Augusta’s central location to farming and pastoralist regions makes it a shopping and social hub for many regional families. A day at the races is an ideal way to for the rural families to spend time together.Held at the Port Augusta Racecourse, the races allows the club to showcase not only their community events but also one of South Australia's major tourism attractions - the magnificent Flinders Ranges.All eight races on Cup Day are televised on Racing.com and Sky Racing to viewing audiences in virtually every town and city across Australia with the beautiful Flinders Ranges as the backdrop. There is no other race meeting in the state that can offer coverage of such a brilliant attraction.The kids will be entertained for FREE with the R.I.C.E Kids Activity Centre, Archie the Stable Stars Horse and Face Painting to keep them busy. And of course no Cup Day is complete without the Fashions on the Field.There's nothing like a Cup Day at The Races!",info@paracing.org.au,,"FeaturesEntity FacilityBarCafeCarparkCoach ParkingFamily FriendlyAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.facebook.com/Port-Augusta-Racing-Club-and-Port-Augusta-Racecourse-242934343380/,"243RacecourseRoad,PortAugusta,FlindersRanges,SouthAustralia,5700",Farmers & Graziers Squatters Cup,https://southaustralia.com/products/flinders-ranges/event/farmers--graziers-squatters-cup,0447 105 545,,11:00AM-5:30PM,https://www.theracessa.com.au/events/view/farmers-and-graziers-squatters-cup-23-06-2019
